shot_id,player_id,game_id,shot_type,result,minutes_remaining,seconds_remaining
1375,1628384,22300257,FT,made,0,19
1376,1628384,22300257,2PT,missed,3,58
1377,1628384,22300257,3PT,missed,6,22
1378,1628384,22300257,FT,made,9,2
1379,1628384,22300257,2PT,missed,8,54
1380,1631115,22300257,3PT,missed,4,53
1381,1631115,22300257,2PT,made,7,9
1382,1631115,22300257,3PT,missed,9,37
1383,1630230,22300257,2PT,missed,6,24
1384,1630230,22300257,FT,missed,4,44
1385,1631099,22300257,FT,made,3,24
1386,1631099,22300257,2PT,made,2,35
1387,1631099,22300257,3PT,made,7,45
1388,1631099,22300257,FT,missed,3,49
1389,1631099,22300257,2PT,made,6,48
1390,1626196,22300257,FT,made,11,50
1391,1626196,22300257,3PT,missed,0,1
1392,1626196,22300257,2PT,made,7,19
1393,1626196,22300257,FT,missed,11,23
1394,1626196,22300257,3PT,made,7,29
1395,1642358,22300257,FT,made,9,23
1396,1642358,22300257,FT,made,10,39
1397,1630167,22300257,3PT,made,9,50
1398,1630167,22300257,3PT,missed,6,16
1399,1628368,22300257,3PT,missed,7,5
1400,1628368,22300257,FT,missed,7,2
1401,1628368,22300257,2PT,missed,10,46
1402,1628368,22300257,FT,missed,8,33
1403,1628368,22300257,2PT,missed,0,16
1404,200782,22300257,FT,missed,11,13
1405,200782,22300257,2PT,missed,7,49
1406,1627739,22300257,2PT,missed,7,27
1407,1627739,22300257,3PT,made,5,32
1408,204060,22300119,FT,missed,0,20
1409,204060,22300119,2PT,missed,2,55
1410,204060,22300119,2PT,missed,1,49
1411,1627751,22300119,2PT,made,2,18
1412,1627751,22300119,3PT,made,11,24
1413,1627751,22300119,FT,missed,5,27
1414,1627751,22300119,2PT,made,0,54
1415,1627751,22300119,FT,missed,7,15
1416,1642345,22300119,FT,made,7,6
1417,1642345,22300119,3PT,missed,7,41
1418,1642345,22300119,FT,missed,9,37
1419,1642345,22300119,3PT,made,3,45
1420,1642277,22300119,FT,made,0,37
1421,1642277,22300119,2PT,missed,4,23
1422,1642277,22300119,2PT,missed,3,12
1423,1642277,22300119,3PT,made,11,43
1424,1642277,22300119,2PT,made,3,34
1425,1630198,22300119,2PT,made,0,4
1426,1630198,22300119,FT,missed,8,55
1427,1630198,22300119,2PT,made,7,6
1428,1628449,22300119,3PT,missed,3,19
1429,1628449,22300119,3PT,missed,1,44
1430,2544,22300119,3PT,made,5,17
1431,2544,22300119,FT,made,5,10
1432,2544,22300119,2PT,made,4,2
1433,2544,22300119,3PT,made,9,26
1434,2544,22300119,3PT,missed,8,39
1435,1642358,22300119,3PT,missed,1,18
1436,1642358,22300119,FT,missed,2,57
1437,1642358,22300119,FT,missed,11,41
1438,1642358,22300119,3PT,missed,8,58
1439,1641794,22300119,3PT,made,2,45
1440,1641794,22300119,FT,missed,1,58
1441,1641794,22300119,FT,missed,3,10
1442,1631131,22300119,3PT,made,10,52
1443,1631131,22300119,2PT,missed,1,53
1444,1631131,22300119,3PT,made,4,56
1445,1631131,22300119,2PT,missed,5,3
1446,1641854,21900018,2PT,missed,8,56
1447,1641854,21900018,3PT,made,5,36
1448,1630529,21900018,FT,missed,8,38
1449,1630529,21900018,2PT,missed,4,52
1450,1630529,21900018,FT,made,5,40
1451,1629130,21900018,3PT,missed,11,3
1452,1629130,21900018,2PT,missed,11,14
1453,1629130,21900018,3PT,missed,2,58
1454,1629130,21900018,FT,made,2,53
1455,1629130,21900018,3PT,made,11,17
1456,202696,21900018,FT,made,9,23
1457,202696,21900018,2PT,missed,7,14
1458,202696,21900018,FT,made,6,2
1459,202696,21900018,2PT,made,9,20
1460,202695,21900018,3PT,missed,7,9
1461,202695,21900018,2PT,missed,0,0
1462,202695,21900018,2PT,missed,5,9
1463,202695,21900018,2PT,missed,11,45
1464,203482,21900018,3PT,made,2,10
1465,203482,21900018,3PT,made,10,43
1466,203482,21900018,FT,missed,2,25
1467,203482,21900018,3PT,made,9,25
1468,203482,21900018,2PT,missed,3,52
1469,1630193,21900018,2PT,missed,7,34
1470,1630193,21900018,3PT,made,11,27
1471,1630193,21900018,2PT,missed,7,14
1472,1626167,21900018,3PT,made,5,2
1473,1626167,21900018,2PT,made,7,35
1474,1626167,21900018,2PT,made,6,6
1475,1626167,21900018,FT,missed,9,35
1476,1626167,21900018,3PT,missed,8,10
1477,1628427,21900018,2PT,missed,0,53
1478,1641774,21900018,3PT,missed,10,49
1479,1641774,21900018,FT,missed,3,30
1480,1641774,21900018,3PT,missed,8,42
